color,team name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,total distance,time slow speed,time boost speed,time supersonic speed,time on ground,time low in air,time high in air,time powerslide,count powerslide,time behind ball,time in front of ball,time defensive half,time offensive half,time defensive third,time neutral third,time offensive third,time ball possession,time ball in own side,demos inflicted,demos taken
orange,OTTAWA,336,750,1,1,2,11,6,2,9.09,1224,143.67,6734,4475,2259,53,202,1622,786,836,9,75,119.12,95.01,1183,838,131,1552494,384.43,452.95,169.46,553.75,379.27,73.84,15.59,185,756.95,249.88,561.8,445.05,391.03,357.03,258.79,149.54,124.13,7,1
blue,UT ARLINGTON,345,1053,1,0,7,8,14,2,12.5,1218,143.04,6849,5363,1486,60,134,1654,1227,427,13,37,140.18,118.41,787,686,71,1434387,506.55,363.57,144.04,539.42,410.07,64.66,29.32,255,641.5,372.66,688.66,325.5,534.44,269.22,210.51,147.39,196.91,2,7
orange,OTTAWA,345,930,2,2,2,14,8,1,14.29,1199,140.83,6927,4483,2444,55,210,1835,971,864,12,78,131.79,97.13,1140,1067,261,1576674,423.85,427.79,177.23,573.16,379.97,75.74,18,204,782.34,246.53,597.93,430.93,406.25,360.5,262.13,156.38,133.08,7,2
blue,UT ARLINGTON,375,1544,6,4,3,11,8,1,54.55,1197,142.65,6757,4810,1947,59,171,1434,969,465,12,41,154.28,115.75,723,861,138,1562808,510.79,405.72,189.48,585.43,473.99,46.56,28.34,241,824.04,281.96,746.44,359.56,581.81,317.1,207.09,144.91,179.74,3,6
orange,OTTAWA,375,799,1,1,4,8,11,6,12.5,1237,144.21,7893,5854,2039,72,184,1729,935,794,13,70,138.12,104.39,1199,1413,382,1673013,426.83,447.78,235.73,610,447.93,52.42,16.62,221,715.51,394.83,667.86,442.48,473.37,357.94,279.04,140.74,159.7,6,3
blue,ST EDWARDS,335,597,0,0,1,4,5,3,0,1173,160.43,6241,4363,1878,49,157,1478,829,649,10,49,183.9,106.59,919,564,162,1402391,485.27,414.31,99.74,565.82,374.72,58.77,21.51,191,697.23,302.08,616.63,382.68,453.07,297.16,249.09,136.19,161.96,4,3
orange,KEYANO,335,1034,3,2,2,5,4,0,60,1210,145.16,6666,4438,2228,52,184,1564,900,664,10,57,121.47,75.13,845,598,57,1449825,456.78,383.49,151.32,559.16,376.59,55.85,20.54,185,739.9,251.71,650.01,341.59,513.53,265.09,213,156.62,158.31,3,4
blue,ST EDWARDS,352,756,1,1,1,12,6,4,8.33,1252,142.88,7224,5158,2066,60,167,2034,1251,783,14,64,171.25,128.38,901,911,178,1519584,463.1,436.33,149.43,567.33,415.44,66.07,20.11,186,714.63,334.22,576.49,472.37,411,333.17,304.68,153.52,138.56,1,2
orange,KEYANO,352,1718,4,4,8,6,12,1,66.67,1108,144.35,6576,4271,2305,55,202,1615,1055,560,13,49,119.41,87.73,750,1049,172,1506673,467.24,439.34,145.49,592.1,403.59,56.38,19.32,177,764.86,287.21,745.95,306.11,576.48,299.08,176.51,129.66,187.9,2,1
blue,ST EDWARDS,337,724,2,2,2,6,3,1,33.33,1186,141.67,6323,4266,2057,48,175,1486,957,529,11,48,88.48,138.5,993,588,155,1504271,446.72,394.19,164.1,584.92,361.97,58.12,22.42,223,758.91,246.1,633.79,371.22,430.65,365.12,209.23,154.47,135.72,4,1
orange,KEYANO,337,699,1,1,4,3,6,2,33.33,1236,156.58,6785,4719,2066,58,178,1391,931,460,10,42,89.14,103.25,804,940,80,1569033,373.11,417.84,206.76,571.17,375.43,51.11,20.86,196,672.53,325.19,685.4,312.21,506.76,332.76,158.2,142.17,185.93,1,4
blue,ST EDWARDS,353,1061,1,1,6,7,10,2,14.29,1134,136.94,6523,4562,1961,53,176,1309,736,573,9,52,140.11,116.14,1173,787,168,1529496,510.73,401.7,135.02,626.41,363.07,57.98,22.43,196,748.96,298.51,673.18,374.27,486.68,361.24,199.54,169.71,157.01,5,4
orange,KEYANO,353,1017,2,2,3,10,7,1,20,1245,164.76,7123,5147,1976,63,178,1750,1094,656,13,59,105.07,82.74,1037,1068,202,1610937,414.58,450.53,179.79,601.78,395.65,47.47,22.55,210,721.14,323.76,635.88,409.02,467.91,334.63,242.35,142.49,183.34,4,5
blue,NORTHWOOD,348,1246,2,1,4,11,7,1,18.18,1170,148.27,6697,4521,2176,53,183,999,474,525,6,48,145.72,127.85,580,737,96,1518661,474.84,403.54,160.02,528.66,423.18,86.58,18.23,193,712.59,325.83,694.7,343.71,522.14,335.89,180.4,155.82,193.84,2,1
orange,ROCHESTER,348,991,1,1,6,7,11,2,14.29,1300,143.15,7089,4883,2206,61,188,1751,846,905,10,75,164.96,82.03,1439,1171,169,1605029,414.07,421.1,201.86,589.63,390.78,56.61,17.68,176,752.6,284.43,606.11,430.92,441.11,343.2,252.72,147.81,139.11,1,2
blue,NORTHWOOD,344,1063,3,1,3,8,7,1,37.5,1260,147.56,7089,4666,2423,53,206,1573,962,611,10,55,176.38,97.19,755,590,44,1552818,408.59,413.6,194.95,540.8,392.47,83.85,23.3,243,730.47,286.67,641.12,376.01,459.37,341.62,216.14,144.19,170.65,4,3
orange,ROCHESTER,344,655,1,0,1,7,8,3,14.29,1291,152.66,7467,5500,1967,67,168,1594,998,596,14,45,112.37,119.57,1265,1258,411,1597609,379.31,432.32,207.1,573.76,385.07,59.9,20.71,215,706.62,312.11,658.37,360.35,479.42,339.91,199.41,149.6,154.1,3,4
blue,NORTHWOOD,344,1229,3,3,3,13,4,1,23.08,1342,151.28,7520,5570,1950,69,175,2294,1659,635,20,59,127.75,137.5,970,1202,181,1536297,429.65,411.73,180.75,515.79,416.95,89.37,19.69,211,733.07,289.04,579.12,443,404.03,349.65,268.43,138.52,141.1,2,3
orange,ROCHESTER,344,1066,1,1,6,4,13,3,25,1267,135.83,7167,5203,1964,62,174,1689,1181,508,13,44,170.7,97.59,1325,1048,118,1585277,403.65,417.57,204.13,559.77,386.06,79.52,16.39,165,697.01,328.34,739.37,285.97,565.49,300.34,159.51,140.35,182.7,3,2
blue,KSU Varsity,357,1158,1,1,8,10,11,2,10,1136,159.32,6762,4236,2526,54,208,1833,944,889,12,61,109.12,74.61,969,919,265,1548826,483.72,389.79,179.69,596.87,402.99,53.34,36.34,338,780.79,272.42,694.43,358.69,548.98,301.36,202.85,155.56,183.69,2,6
orange,BPC,357,1346,2,1,7,11,10,1,18.18,1216,137.62,6999,4921,2078,59,187,1900,1142,758,14,68,195.81,90.22,945,938,271,1582849,463.14,449.58,152.67,591.7,396.41,77.27,26.3,232,718.75,346.62,633.36,432.02,457.93,326.96,280.49,166.65,158.46,6,2
blue,KSU Varsity,342,858,0,0,8,3,12,3,0,1185,162.14,6628,4163,2465,55,203,1428,796,632,11,50,55.58,102.21,734,1202,178,1493606,444.37,359.47,193.81,523.9,411.29,62.47,30.19,308,683.67,313.98,712.09,285.57,532.74,304.14,160.77,167.49,185.7,2,9
orange,BPC,342,1086,3,3,2,12,3,0,25,1265,140.95,7053,5240,1813,60,163,1933,1310,623,14,57,132.11,118.44,678,709,101,1512120,458.08,415.44,145.64,585.84,371.55,61.78,22.32,221,726.46,292.71,584.61,434.55,389.74,352.59,276.84,134.89,140.99,9,2
blue,KSU Varsity,342,710,0,0,5,3,13,4,0,1180,155.98,6544,4446,2098,58,188,1667,1147,520,15,45,72.32,90.96,983,1137,252,1482564,450.6,362.18,185.04,567.18,369.19,61.45,32.6,309,667.18,330.63,702.97,294.84,541.07,296.87,159.87,124.5,201.13,5,8
orange,BPC,342,1180,4,2,3,13,3,0,30.77,1228,146.65,6939,4941,1998,58,177,1666,917,749,12,59,153.73,104.68,734,909,284,1507851,433.04,404.12,172.43,551.55,390,68.03,21.67,219,719.26,290.33,571.57,438.01,405.22,319.81,284.55,160.83,120.33,8,5
blue,SETON,344,1384,3,2,7,12,11,1,25,1175,141.82,6666,4400,2266,52,196,1654,1086,568,12,49,115.8,95.8,900,830,83,1494530,445.47,408.57,161.92,544.72,403.76,67.48,14.12,146,738.13,277.83,675.14,340.83,506.48,309.93,199.54,109.84,157.54,1,4
orange,NKU,344,1226,1,1,9,11,12,3,9.09,1261,134.97,7183,5214,1969,64,175,2044,1329,715,15,62,128.03,103.79,1231,1115,146,1556471,430.34,419.31,178.42,573.96,391.08,63.03,22.88,247,715.2,312.88,625.99,402.08,473.12,307.4,247.56,181.81,165.99,4,1
blue,SETON,370,1381,4,3,4,9,6,2,44.44,1281,152.88,7759,5900,1859,71,166,1406,885,521,11,46,124.76,118.09,966,1186,153,1557990,504.4,420.23,171.12,618.73,414.65,62.37,17.02,170,837.7,258.06,713.17,382.58,527.34,332.81,235.61,161.6,158.04,4,3
orange,NKU,370,990,2,2,3,6,9,4,33.33,1188,126.41,7365,4969,2396,55,196,1597,780,817,9,57,156.58,80.58,1038,548,122,1599696,481.31,431.04,185.77,626.11,397.55,74.46,24.65,249,749.26,348.85,735.2,362.92,566.52,319.76,211.83,135.51,181.11,3,4
blue,SETON,327,793,0,0,5,5,10,2,0,1216,139.61,6737,4517,2220,53,185,1808,1004,804,11,65,135.84,81.57,1068,796,105,1470067,395.82,395.73,174.51,548.03,364.19,53.84,19.06,166,646.75,319.3,607.14,358.91,462.69,286.61,216.76,130.76,160.92,2,5
orange,NKU,327,990,2,1,5,10,5,0,20,1187,145.68,6144,4260,1884,53,161,1269,689,580,9,51,129.54,85.16,1047,1088,219,1433875,454.68,373.96,146.22,531.57,384.85,58.45,20.98,223,705.76,269.1,589.14,385.72,430.88,321.3,222.69,159.29,156.35,5,2
blue,SETON,355,784,1,1,5,5,10,5,20,1315,157.82,7746,5683,2063,69,191,1914,1270,644,16,60,139.17,113.1,1340,1175,339,1621231,405.63,429.48,212.71,568.54,409.03,70.27,18.18,171,691.09,356.75,606.23,441.61,411.69,372.38,263.76,155.34,142.93,5,4
orange,NKU,355,1351,5,3,4,10,5,1,50,1116,135.42,6246,4323,1923,51,173,924,570,354,7,32,120.57,86.79,736,830,148,1508964,478.17,428.22,142.33,595.93,388.33,64.46,22.7,231,779.17,269.56,751.31,297.41,549.47,352.53,146.72,121.63,183.61,4,5
blue,SETON,373,1398,5,5,2,13,5,2,38.46,1333,150.98,7947,5897,2050,67,191,1896,1164,732,13,66,130.27,139.09,1165,888,150,1680643,445.19,434.11,234.62,584.16,446.42,83.33,19.04,186,792,321.9,634.45,479.45,458.95,370.12,284.86,151.17,151.5,6,1
orange,NKU,373,1110,2,1,6,5,13,5,40,1139,135.52,6955,4910,2045,57,177,1411,969,442,11,41,120.33,90.37,767,699,89,1500429,561.34,387.29,150.05,621.91,414.56,62.24,22.16,244,786.44,312.26,805.87,292.84,630.08,299.62,169,127.7,185.44,1,6
blue,AKRON,406,2009,7,7,6,10,11,4,70,1340,146.48,8540,6468,2072,79,193,1864,1220,644,16,61,155.3,143.2,1390,1314,291,1735883,501.81,438.33,260.26,653.01,486.48,60.91,25.14,277,886.18,314.24,763.35,437.06,576.26,373.32,250.84,126.6,160.73,5,5
orange,BALL STATE,406,1143,4,3,2,11,10,7,36.36,1167,130.67,7508,5162,2346,61,201,1391,756,635,9,49,168.82,72.85,629,985,151,1629639,582.34,458.66,160.87,655.03,487.57,59.28,22.51,243,846.99,354.88,820.9,380.97,589.66,391.32,220.89,136.02,189.4,5,5
blue,AKRON,352,1084,3,2,2,12,6,2,25,1365,147.63,8065,5715,2350,68,199,1786,871,915,11,70,159.17,79.58,1581,986,177,1599153,418.07,399.21,231.3,573.51,400.33,74.74,24.43,260,746.53,302.05,623.79,424.79,434.57,362.26,251.75,141.48,140.39,3,3
orange,BALL STATE,352,1089,2,2,5,6,12,3,33.33,1219,130.52,6829,4695,2134,53,182,1230,598,632,7,48,172.83,63.76,866,602,106,1507483,480.2,411.12,155.47,576.52,414.1,56.17,24.34,242,759.59,287.21,722.32,324.48,555.08,318.41,173.32,142.66,186.69,3,3
blue,AKRON,341,859,1,1,2,8,7,3,12.5,1376,144.75,7604,5428,2176,65,188,2260,1295,965,16,79,120.85,87.97,1406,882,204,1529524,424.81,368.4,221.4,561.77,397.79,55.07,28.05,287,717.53,297.08,585.55,429.07,438.92,309.6,266.1,158.2,143.89,6,4
orange,BALL STATE,341,1234,3,2,6,7,8,1,42.86,1162,131.53,6216,4061,2155,45,196,1578,964,614,11,59,151.44,49.79,692,404,149,1460252,461.75,404.41,140.2,568.36,384.79,53.23,28.44,271,723.81,282.56,640.74,365.63,486.77,309,210.6,126.34,177.41,4,6
blue,AKRON,369,1529,6,5,2,12,6,1,50,1323,132.03,7887,5507,2380,67,199,1926,1080,846,12,68,179.16,83.74,1272,990,91,1697895,422.9,405.73,274.01,543.47,484.04,75.14,22.36,246,808.05,294.58,683.83,418.81,499.88,361.21,241.55,130.86,152.86,4,2
orange,BALL STATE,369,829,1,1,5,6,12,6,16.67,1280,134.87,7662,5375,2287,63,204,2033,1264,769,13,69,140.84,61.08,671,948,44,1615872,446.92,444.89,202.82,592.84,451.94,49.84,22.29,238,718.67,375.94,691.55,403.07,508.9,345.02,240.71,151.52,180.59,2,4
blue,NKU,354,1055,3,3,3,6,5,2,50,1264,148.91,7288,5046,2242,61,196,1629,843,786,9,62,129.66,124.24,1149,955,40,1557890,463.28,414.22,181.22,584.53,411.62,62.58,20.97,226,747.64,311.1,678.52,380.22,489.28,340.59,228.88,155.81,162.89,4,1
orange,BALL,354,829,2,1,2,5,6,3,40,1252,147.77,7110,4806,2304,56,197,1229,754,475,9,42,142.12,68.17,724,659,52,1539626,454.82,420.52,171.9,581.17,407.18,58.89,25.31,246,743.94,303.31,702.6,344.65,487.33,374.46,185.45,137.2,165.74,1,4
blue,NKU,335,1036,3,3,1,11,1,0,27.27,1277,138.37,6844,4680,2164,55,183,1439,844,595,10,51,147.44,74.24,1111,693,78,1474805,435.02,408.07,149.52,583.75,340.43,68.42,25.01,242,716.64,275.96,649.59,342.95,452.64,362.37,177.58,152.71,171.8,6,4
orange,BALL,335,747,0,0,6,1,11,3,0,1252,154.26,6875,4569,2306,58,198,1181,684,497,10,42,123.56,76.92,797,1285,327,1474591,427.06,392.21,167.16,543.45,380.32,62.65,20.43,215,704.18,282.25,656.33,330.1,478.11,346.27,162.05,140.61,148.03,4,6
blue,NKU,342,964,1,0,7,6,12,3,16.67,1189,120.65,6429,4070,2359,49,199,1154,580,574,8,49,166.89,64.77,1222,388,83,1475450,451.37,410.09,152.14,573.65,369.64,70.29,24.79,239,714.61,298.97,704.32,309.27,542.25,302.05,169.3,128.45,177.36,6,4
orange,BALL,342,1227,3,2,5,12,6,1,25,1386,147.46,7980,5921,2059,68,187,1708,1039,669,12,62,137.38,64.56,951,922,168,1535771,400.46,412.47,194.25,552.28,402.21,52.71,22.82,233,753.58,253.61,602.97,404.22,423.14,339.39,244.68,162.64,144.47,4,6
blue,NKU,332,941,2,2,4,6,5,1,33.33,1327,139.46,7157,5123,2034,57,169,1812,978,834,10,59,145.94,99.09,1286,568,24,1465865,429.82,384.83,170.18,574.46,353.29,57.07,24.23,232,730.64,254.2,589.59,395.24,399.16,336,249.68,165.58,128.38,9,4
orange,BALL,332,697,1,1,3,5,6,2,20,1244,140.89,6583,4607,1976,54,177,1330,838,492,11,45,101.88,62.05,733,805,274,1404310,453.19,373.66,142.49,547.58,364.92,56.82,24.85,241,630.34,339,664.39,304.95,482.18,328.43,158.73,120.16,189.02,4,9
blue,BREWTON-PARKER,372,1043,3,2,3,6,7,4,50,1195,128.29,7228,5208,2020,56,175,2004,1339,665,14,56,167.04,84.12,857,436,76,1526859,547.5,422.01,139.44,623.36,421.5,64.09,26.75,240,783.16,325.78,694.25,414.69,519.44,322.97,266.54,128.75,163,1,2
orange,LAVAL,372,1228,4,3,2,7,6,3,57.14,1146,150.01,7187,5076,2111,65,191,1806,1198,608,14,56,116.95,90.5,664,1275,181,1523422,578.92,396.83,137.69,628.1,412.77,72.58,25.98,222,813.06,300.38,754.47,358.98,569.99,348.1,195.37,143.87,173.73,2,1
blue,BREWTON-PARKER,461,1090,1,1,4,8,6,2,12.5,1179,145.04,8991,6661,2330,77,203,1811,1193,618,13,54,224.57,146.13,1098,1157,116,1965216,639.83,555.63,176.34,765.51,510.66,95.63,27.72,256,969.32,402.47,912.83,458.97,657.54,449.68,264.58,203.11,220.55,6,4
orange,LAVAL,461,1349,2,1,6,6,8,1,33.33,1254,151.71,9419,6411,3008,78,257,2506,1543,963,17,85,128.06,115.26,1187,1169,131,1982680,648.63,497.58,215.93,800.47,472.87,88.79,33.22,293,997.49,364.64,853.34,508.81,597.75,460.43,303.94,218.3,225.55,4,6
blue,BREWTON-PARKER,410,876,1,0,5,10,7,2,10,1262,141.43,8527,5922,2605,70,209,1994,1368,626,16,55,189.72,125.46,1149,1101,244,1844154,527.79,487.49,208.42,716.72,448.87,58.11,30.67,281,859.26,364.45,746.23,477.48,532.33,412.93,278.47,178.34,176.63,6,2
orange,LAVAL,410,1278,2,1,7,7,10,1,28.57,1225,143.24,8155,5405,2750,67,239,1503,883,620,10,56,168.33,83.58,1147,847,117,1770011,556.97,468.23,186.1,722.96,424.65,63.68,32.69,269,883.49,327.81,854.09,357.22,627.46,387.42,196.43,187.31,218.64,2,6
blue,UTA,336,1267,1,1,8,12,9,0,8.33,1253,158.93,6867,5048,1819,64,157,2217,1422,795,17,69,122.43,143.55,871,1160,279,1477695,455.02,395.55,142.49,564.84,354.37,73.85,29.23,243,705.51,287.55,551.97,441.09,388.42,356.61,248.04,153.71,146.18,2,5
orange,ST EDWARDS,336,975,0,0,7,9,12,1,0,1027,121.16,5810,3616,2194,44,183,1358,783,575,10,51,156.28,91.27,1263,786,215,1458712,490.08,384.17,127.88,567.07,360.98,74.08,19.82,177,693.25,308.88,669.46,332.67,499.71,300.36,202.07,164.52,184.91,5,2
blue,UTA,342,752,0,0,4,1,10,4,0,1243,162.88,6782,5212,1570,64,149,1596,1182,414,15,41,103.61,110.76,1013,1170,289,1461804,457.79,394.12,158.18,586.64,366.43,57.01,26.08,253,669.96,340.13,692.36,317.72,508.44,335.32,166.31,141.68,181.21,0,5
orange,ST EDWARDS,342,1281,4,4,0,10,1,0,40,1088,130.42,6048,4035,2013,49,178,1695,1115,580,14,51,147.95,147.31,919,905,301,1486347,490.41,380.26,154.37,602.21,359.44,63.4,21.88,193,795.87,229.17,615.29,409.76,443.01,319.48,262.56,139.22,140.5,5,0
blue,UTA,334,1641,3,2,10,9,13,0,33.33,1151,152.72,6496,4457,2039,51,164,1672,1214,458,15,42,88.39,118.89,628,660,267,1385166,495.67,355.07,138.47,541.12,388.78,59.32,24.03,223,705.45,283.76,686.87,302.35,531.93,284.03,173.26,148.54,188.8,6,4
orange,ST EDWARDS,334,791,0,0,4,13,9,3,0,1180,131.43,6318,4262,2056,52,165,2187,1204,983,14,73,168.44,125.44,1294,865,199,1474710,423.81,396.74,160.36,545.17,380.39,55.34,17.21,166,667.11,313.79,521.07,459.85,354.5,322.91,303.49,142.31,129.99,4,6
blue,UTA,369,1306,5,3,2,13,4,2,38.46,1153,148.9,7197,5279,1918,62,172,1793,1126,667,12,54,113.59,138.87,769,905,66,1560077,505.95,405.12,184.81,599.26,419.27,77.34,28.67,246,809.95,285.93,704.11,391.77,529.08,331.47,235.33,129.68,144.02,3,3
orange,ST EDWARDS,369,1176,2,2,7,4,13,5,50,1121,145.59,6555,4591,1964,60,174,1619,1060,559,13,50,121.53,129.5,989,1340,178,1554339,528.85,415.88,151.09,602.32,426.16,67.33,21.55,192,734.18,361.65,722.41,373.42,524.16,368.4,203.26,145.74,189.09,3,3
blue,ROCHESTER,415,1122,1,1,4,9,7,2,11.11,1282,138.78,8902,6210,2692,71,231,2008,1268,740,13,62,189.87,98.79,1261,931,40,1932209,481.8,542.5,212.63,672.98,483.46,80.5,23.05,231,881.6,355.34,728.39,508.56,518.41,389.47,329.06,199.18,172.05,5,3
orange,NKU,415,1154,2,1,5,7,9,1,28.57,1175,140.37,8004,5620,2384,67,215,1532,945,587,10,52,239.52,120.12,1082,1050,55,1774163,582.37,468.31,179.63,682.99,467.41,79.9,32.14,305,878.09,352.23,850.06,380.26,655.59,354.74,219.97,181.87,230.28,3,5
blue,ROCHESTER,356,743,2,0,1,8,6,3,25,1394,149.15,8083,5795,2288,69,195,2471,1651,820,18,72,168.41,87.14,1499,1127,164,1638418,388.35,471.41,197.87,616.05,385.13,56.45,19.18,196,803.97,253.66,544.54,513.09,368.2,368.59,320.85,160.89,85.22,7,3
orange,NKU,356,1264,3,2,5,6,8,2,50,1109,135.13,6580,4290,2290,51,195,958,481,477,5,33,126.39,82.32,560,780,18,1418186,553.1,384.44,107.6,607.46,388.5,49.17,27.59,274,692.57,352.56,820.51,224.63,657.95,258.41,128.78,125.46,245.22,3,7
blue,ROCHESTER,419,1247,2,1,6,12,8,1,16.67,1341,143.64,9221,6735,2486,81,223,1568,999,569,12,50,178.47,139.59,1585,1445,212,1949138,451.15,585.91,205.62,697.77,474.75,70.17,23.27,224,949.65,293.02,762.94,479.73,529.76,434.91,278.02,206.78,162.34,2,5
orange,NKU,419,968,1,0,6,8,12,2,12.5,1277,133.27,8808,5867,2941,69,253,1775,1042,733,12,63,193.94,105.89,1424,832,102,1857072,561.36,487.07,201.21,678.87,484.66,86.11,34.12,297,886.68,362.96,876.42,373.22,644.37,398.99,206.29,167.94,241.97,5,2
blue,ROCHESTER,370,888,2,2,3,7,8,5,28.57,1278,140.49,7876,5538,2338,65,210,1267,600,667,8,59,153.45,100.29,1195,968,217,1591033,473.38,448.47,177.56,616.19,426.41,56.81,15.69,175,792.97,306.44,672.12,427.28,467.58,380.11,251.7,147.68,134.66,4,3
orange,NKU,370,1489,5,5,4,8,7,2,62.5,1234,134.7,7193,4715,2478,57,189,1132,696,436,9,39,132.02,90.2,963,905,175,1540946,513.56,415.44,165.93,612.46,430.7,51.77,26.25,267,793.78,301.15,779.17,315.77,587.58,331.21,176.14,127.23,199.42,3,4
blue,PENN STATE,341,734,1,0,3,6,3,0,16.67,1278,147.82,7407,4998,2409,58,207,1358,661,697,7,62,112.97,118.32,841,795,47,1506273,450.35,415.8,148.21,582.41,375.64,56.32,19.41,193,762.65,251.72,625.97,388.4,451.41,345.87,217.09,145.91,151.89,2,4
orange,WEST VIRGINIA,341,697,0,0,4,3,6,1,0,1357,150.93,7611,5426,2185,62,178,1865,1219,646,14,52,169.7,98.53,916,818,197,1583400,396.79,454.59,166.12,553.22,402.82,61.46,22.42,230,709.49,308.01,676.48,341.02,510.04,310.5,196.96,173.2,184.25,4,2
blue,PENN STATE,431,1311,2,2,7,10,14,3,20,1161,133.49,7870,5242,2628,62,224,1200,634,566,7,49,204.76,105.54,903,959,6,1776385,634.03,482.21,158.49,736.01,462.01,76.7,23.21,239,907.85,366.87,947.12,327.61,753.4,347.06,174.25,169.45,259.22,2,6
orange,WEST VIRGINIA,431,1521,3,2,7,14,10,2,21.43,1319,141.89,9385,6834,2551,78,221,2230,1357,873,15,79,220.06,99.94,1147,1006,146,1911493,555.96,530.29,200.65,716.75,507.58,62.58,31.93,299,993.32,293.58,714.61,572.3,498.58,445.51,342.81,201.11,146.42,6,2
blue,PENN STATE,361,711,1,0,3,2,10,5,50,1266,149.75,7593,5009,2584,59,222,1683,1054,629,13,57,98.45,91.77,859,768,88,1533241,457.77,429.74,171.91,605.95,392.91,60.58,17.7,205,689.43,370.01,756.06,303.38,581.14,309.63,168.67,135.42,210.58,4,7
orange,WEST VIRGINIA,361,1230,5,3,0,10,2,1,50,1280,145.58,7249,5413,1836,64,169,1518,1000,518,11,47,137.97,133.78,783,1079,113,1617029,432.31,451.74,186.77,557.35,438.74,74.74,18.84,219,822.27,248.57,644.63,426.22,440.01,375.6,255.23,146.96,119.96,7,4
blue,PENN STATE,414,1313,3,1,7,4,9,2,75,1252,143.58,8381,5866,2515,68,220,1733,966,767,11,69,157.36,155.98,710,836,54,1781505,574.96,518.88,145.68,697.81,439.29,102.42,22.41,233,885.81,353.7,848.8,390.71,630.87,387.64,221.01,181.64,221.12,3,1
orange,WEST VIRGINIA,414,939,2,2,1,9,4,3,22.22,1213,141.74,8254,6119,2135,70,184,1565,859,706,10,62,173.72,163.27,737,846,150,1769600,568.86,495.91,166.71,664.46,472.06,94.97,23.81,226,920.67,310.82,767.43,464.06,540.8,439.53,251.15,163.65,167.81,1,3
blue,PENN STATE,345,1014,2,1,5,3,9,1,66.67,1200,144.94,6681,4769,1912,56,173,1170,732,438,8,38,135.86,114.85,720,889,67,1463032,451.78,433.4,128.85,577.58,360.76,75.68,19.88,203,722.03,291.99,704.88,309.15,541.52,296.17,176.34,152.96,193.56,3,7
orange,WEST VIRGINIA,345,580,1,1,0,9,3,2,11.11,1293,141.06,7071,4778,2293,56,191,1282,460,822,6,66,147.51,108.99,1265,872,149,1512678,449.15,419.82,156.94,561.34,395.84,68.71,18.38,211,738.59,287.32,620.94,404.9,434.09,349.93,241.89,143.3,129.21,7,3
blue,UO,336,861,1,0,5,8,7,2,12.5,1273,153.7,7160,4773,2387,61,210,1747,996,751,12,66,94.19,73.44,1162,1163,201,1513291,431.39,396.76,178.93,595.11,372.64,39.3,29.22,221,700.65,306.41,625.9,381.17,460.29,321.89,224.9,140.1,144.89,5,0
orange,GCU,336,1057,2,1,6,7,8,1,28.57,1126,154.39,6096,4370,1726,55,150,1468,1015,453,13,41,115.79,107.02,596,943,188,1427450,473.25,378.44,140.33,574.09,367.57,50.37,21.79,196,765.81,226.21,675,317.04,507.22,320.8,164.01,153.79,175.79,0,5
blue,UO,443,1042,1,1,4,7,8,2,14.29,1281,158.85,9309,6321,2988,81,273,1676,779,897,9,81,133.12,124.49,1379,1778,129,2006069,572.5,528.92,226.53,745.22,488.9,93.84,28.33,238,952.04,375.93,860.22,467.73,605.52,448.36,274.07,215.48,205.66,3,1
orange,GCU,443,1158,2,1,6,8,7,1,25,1188,148.65,8635,6176,2459,74,217,1830,1153,677,13,58,131.69,145.79,1193,1111,115,1933030,615.88,526.25,179.75,771.06,467.64,83.19,35.36,300,994.96,326.93,873.13,448.76,642.4,444.18,235.31,168.91,222.9,1,3
blue,UO,379,990,0,0,5,10,7,1,0,1254,158.15,8022,5539,2483,66,216,1730,990,740,11,61,146.24,115.64,1148,1007,117,1751036,465.03,456.93,210.58,611.3,435.96,85.27,24.23,206,803.91,328.64,698.88,433.65,492.67,385.88,254,200.14,184.05,0,2
orange,GCU,379,1360,1,1,7,7,10,0,14.29,1142,157.42,7269,4932,2337,66,213,1712,1000,712,13,63,120.76,152.74,1085,1522,164,1702018,508.64,448.56,181.44,668.84,390.62,79.17,26.6,231,834.19,304.43,727.89,410.75,556.1,338.73,243.81,163.27,190.45,2,0
blue,SDSU,328,648,0,0,3,1,6,2,0,1012,156.39,5582,3625,1957,45,167,993,547,446,6,39,100.86,103.07,763,882,57,1376148,501.9,351.32,117.17,579.31,340.31,50.76,16.83,149,636.47,333.91,745.67,224.7,590.5,274.37,105.51,135.04,209.82,2,5
orange,BOISE STATE,328,742,2,1,1,6,1,0,33.33,1464,148.48,7877,5720,2157,67,181,2581,1617,964,18,70,104.93,93.49,1027,933,211,1609612,317.6,435.89,225.91,540.19,373.78,65.44,24.87,276,735.37,244.04,497.44,481.97,313.64,361.17,304.59,164.59,108.58,5,2
